hex,dec,message
955,2389,"ErrCommRunSrv: An error occurred when communicating with a Run server"
957,2391,"ErrorExecingGhost: An error occurred when starting a background process"
958,2392,"ShareNotFound: The shared resource you are connected to could not be found"
960,2400,"InvalidLana: The LAN adapter number is invalid"
961,2401,"OpenFiles: This network connection has files open or requests pending"
962,2402,"ActiveConns: Active connections still exist"
963,2403,"BadPasswordCore: This share name or password is invalid"
964,2404,"DevInUse: The device is in use by an active process and cannot be disconnected"
965,2405,"LocalDrive: The drive letter is in use locally"
97E,2430,"AlertExists: The specified client is already registered for the specified event"
97F,2431,"TooManyAlerts: The alert table is full"
980,2432,"NoSuchAlert: An invalid or nonexistent alert name was raised"
981,2433,"BadRecipient: The alert recipient is invalid"
982,2434,"AcctLimitExceeded: A user's session with this server has been deleted because the user's logon hours are no longer valid"
988,2440,"InvalidLogSeek: The log file does not contain the requested record number"
992,2450,"BadUasConfig: The user accounts database is not configured correctly"
993,2451,"InvalidUASOp: This operation is not permitted when the Netlogon service is running"
994,2452,"LastAdmin: This operation is not allowed on the last administrative account"
995,2453,"DCNotFound: Could not find domain controller for this domain"
996,2454,"LogonTrackingError: Could not set logon information for this user"
997,2455,"NetlogonNotStarted: The Netlogon service has not been started"
998,2456,"CanNotGrowUASFile: Unable to add to the user accounts database"
999,2457,"TimeDiffAtDC: This server's clock is not synchronized with the primary domain controller's clock"
99A,2458,"PasswordMismatch: A password mismatch has been detected"
99C,2460,"NoSuchServer: The server identification does not specify a valid server"
99D,2461,"NoSuchSession: The session identification does not specify a valid session"
99E,2462,"NoSuchConnection: The connection identification does not specify a valid connection"
99F,2463,"TooManyServers: There is no space for another entry in the table of available servers"
9A0,2464,"TooManySessions: The server has reached the maximum number of sessions it supports"
9A1,2465,"TooManyConnections: The server has reached the maximum number of connections it supports"
9A2,2466,"TooManyFiles: The server cannot open more files because it has reached its maximum number"
9A3,2467,"NoAlternateServers: There are no alternate servers registered on this server"
9A6,2470,"Try down-level (remote admin protocol) version of API instead"
9B0,2480,"UPSDriverNotStarted: The UPS driver could not be accessed by the UPS service"
9B1,2481,"The UPS service is not configured correctly"
9B2,2482,"The UPS service could not access the specified Comm Port"
9B3,2483,"The UPS indicated a line fail or low battery situation. Service not started"
9B4,2484,"The UPS service failed to perform a system shut down"
9C4,2500,"BadDosRetCode: The program below returned an MS-DOS error code:"
9C5,2501,"ProgNeedsExtraMem: The program below needs more memory:"
9C6,2502,"BadDosFunction: The program below called an unsupported MS-DOS function:"
9C7,2503,"RemoteBootFailed: The workstation failed to boot"
9C8,2504,"BadFileCheckSum: The file below is corrupt"
9C9,2505,"NoRplBootSystem: No loader is specified in the boot-block definition file"
9CA,2506,"RplLoadrNetBiosErr: NetBIOS returned an error: The NCB and SMB are dumped above"
9CB,2507,"RplLoadrDiskErr: A disk I/O error occurred"
9CC,2508,"ImageParamErr: Image parameter substitution failed"
9CD,2509,"TooManyImageParams: Too many image parameters cross disk sector boundaries"
9CE,2510,"NonDosFloppyUsed: The image was not generated from an MS-DOS diskette formatted with /S"
9CF,2511,"RplBootRestart: Remote boot will be restarted later"
9D0,2512,"RplSrvrCallFailed: The call to the Remoteboot server failed"
9D1,2513,"CantConnectRplSrvr: Cannot connect to the Remoteboot server"
9D2,2514,"CantOpenImageFile: Cannot open image file on the Remoteboot server"
9D3,2515,"CallingRplSrvr: Connecting to the Remoteboot server.."
9D4,2516,"StartingRplBoot: Connecting to the Remoteboot server.."
9D5,2517,"RplBootServiceTerm: Remote boot service was stopped; check the error log for the cause of the problem"
9D6,2518,"RplBootStartFailed: Remote boot startup failed; check the error log for the cause of the problem"
9D7,2519,"RPL_CONNECTED: A second connection to a Remoteboot resource is not allowed"
9DD,2525,"FTNotInstalled: DISKFT.SYS is not installed"
9DE,2526,"FTMONITNotRunning: FTMONIT is not running"
9DF,2527,"FTDiskNotLocked: FTADMIN has not locked the disk"
9E0,2528,"FTDiskNotAvailable: Some other process has locked the disk"
9E1,2529,"FTUnableToStart: The verifier/correcter cannot be started"
9E2,2530,"FTNotInProgress: The verifier/correcter can't be aborted because it isn't started"
9E3,2531,"FTUnableToAbort: The verifier/correcter can't be aborted"
9E4,2532,"FTUnabletoChange: The disk could not be locked/unlocked"
9E5,2533,"FTInvalidErrHandle: The error handle was not recognized"
9E6,2534,"FTDriveNotMirrored: The drive is not mirrored"
9F6,2550,"The browser service was configured with MaintainServerList=No"
A32,2610,"Service failed to start since none of the network adapters started with this service"
A33,2611,"Service failed to start due to bad startup information in the registry"
A34,2612,"Service failed to start because its database is absent or corrupt"
A35,2613,"Service failed to start because RPLFILES share is absent"
A36,2614,"Service failed to start because RPLUSER group is absent"
A37,2615,"Cannot enumerate service records"
A38,2616,"Workstation record information has been corrupted"
A39,2617,"Workstation record was not found"
A3A,2618,"Workstation name is in use by some other workstation"
A3B,2619,"Profile record information has been corrupted"
A3C,2620,"Profile record was not found"
A3D,2621,"Profile name is in use by some other profile"
A3E,2622,"There are workstations using this profile"
A3F,2623,"Configuration record information has been corrupted"
A40,2624,"Configuration record was not found"
A41,2625,"Adapter id record information has been corrupted"
A42,2626,"An internal service error has occurred"
A43,2627,"Vendor id record information has been corrupted"
A44,2628,"Boot block record information has been corrupted"
A45,2629,"The user account for this workstation record is missing"
A46,2630,"The RPLUSER local group could not be found"
A47,2631,"Boot block record was not found"
A48,2632,"Chosen profile is incompatible with this workstation"
A49,2633,"Chosen network adapter id is in use by some other workstation"
A4A,2634,"There are profiles using this configuration"
A4B,2635,"There are workstations, profiles or configurations using this boot block"
A4C,2636,"Service failed to backup Remoteboot database"
A4D,2637,"Adapter record was not found"
A4E,2638,"Vendor record was not found"
A4F,2639,"Vendor name is in use by some other vendor record"
A50,2640,"(boot name, vendor id) is in use by some other boot block record"
A51,2641,"Configuration name is in use by some other configuration"
A64,2660,"The internal database maintained by the DFS service is corrupt"
A65,2661,"One of the records in the internal DFS database is corrupt"
A66,2662,"There is no DFS name whose entry path matches the input Entry Path"
A67,2663,"A root or link with the given name already exists"
A68,2664,"The server share specified is already shared in the DFS"
A69,2665,"The indicated server share does not support the indicated DFS namespace"
A6A,2666,"The operation is not valid on this portion of the namespace"
A6B,2667,"The operation is not valid on this portion of the namespace"
A6C,2668,"The operation is ambiguous because the link has multiple servers"
A6D,2669,"Unable to create a link"
A6E,2670,"The server is not DFS Aware"
A6F,2671,"The specified rename target path is invalid"
A70,2672,"The specified DFS link is offline"
A71,2673,"The specified server is not a server for this link"
A72,2674,"A cycle in the DFS name was detected"
A73,2675,"The operation is not supported on a server-based DFS"
A74,2676,"This link is already supported by the specified server-share"
A75,2677,"Can't remove the last server-share supporting this root or link"
A76,2678,"The operation is not supported for an Inter-DFS link"
A77,2679,"The internal state of the DFS Service has become inconsistent"
A78,2680,"The DFS Service has been installed on the specified server"
A79,2681,"The DFS data being reconciled is identical"
A7A,2682,"The DFS root cannot be deleted - Uninstall DFS if required"
A7B,2683,"A child or parent directory of the share is already in a DFS"
A82,2690,"DFS internal error"
A83,2691,"This machine is already joined to a domain"
A84,2692,"This machine is not currently joined to a domain"
A85,2693,"This machine is a domain controller and cannot be unjoined from a domain"
A86,2694,"The destination domain controller does not support creating machine accounts in OUs"
A87,2695,"The specified workgroup name is invalid"
A88,2696,"The specified computer name is incompatible with the default language used on the domain controller"
A89,2697,"The specified computer account could not be found"
A8A,2698,"This version of Windows cannot be joined to a domain"
BB7,2999,"This is the last error in NERR range"
BB8,3000,"The specified print monitor is unknown"
BB9,3001,"The specified printer driver is currently in use"
BBA,3002,"The spool file was not found"
BBB,3003,"A StartDocPrinter call was not issued"
BBC,3004,"An AddJob call was not issued"
BBD,3005,"The specified print processor has already been installed"
BBE,3006,"The specified print monitor has already been installed"
BBF,3007,"The specified print monitor does not have the required functions"
BC0,3008,"The specified print monitor is currently in use"
BC1,3009,"The requested operation is not allowed when there are jobs queued to the printer"
BC2,3010,"The requested operation is successful. Changes will not be effective until the system is rebooted"
BC3,3011,"The requested operation is successful. Changes will not be effective until the service is restarted"
BC4,3012,"No printers were found"
